Date,Diesel (USD),difference,Number of Records,Petrol (USD)
19-12-2016,118.609262,3.609054,1,115.000208
26-12-2016,119.029978,3.576469,1,115.453509
02-01-2017,120.031149,3.031114000,1,117.000035
09-01-2017,121.303117,3.324684000,1,117.978433
16-01-2017,122.098974,3.464702000,1,118.634272
23-01-2017,122.745247,3.316234000,1,119.429013
30-01-2017,123.19443,3.183206000,1,120.011224
06-02-2017,123.246831,3.069751000,1,120.17708
13-02-2017,123.170096,3.018422,1,120.151674
20-02-2017,123.145996,2.947072000,1,120.198924
27-02-2017,123.059605,2.937868000,1,120.121737
06-03-2017,122.895616,2.876081,1,120.019535
13-03-2017,122.767479,2.964643000,1,119.802836
20-03-2017,121.839519,2.892672000,1,118.946847
27-03-2017,121.078113304,3.050028165,1,118.028085139
03-04-2017,119.915592,2.989047,1,116.926545
10-04-2017,119.976072,2.954412000,1,117.02166
17-04-2017,120.36304,2.824328000,1,117.538712
24-04-2017,120.769471,2.621949000,1,118.147522
01-05-2017,120.778874,2.696969000,1,118.081905
08-05-2017,119.340665,2.282620000,1,117.058045
15-05-2017,117.649216,2.048190000,1,115.601026
22-05-2017,117.75771,2.085455000,1,115.672255
29-05-2017,117.88009756,2.08540424,1,115.79469332
05-06-2017,117.947298136,2.126464187,1,115.820833949
12-06-2017,117.760837096,2.067398606,1,115.69343849
19-06-2017,117.179143,2.060961000,1,115.118182
26-06-2017,116.256883,1.830431000,1,114.426452
03-07-2017,115.628534,1.887887000,1,113.740647
10-07-2017,115.290179,1.713050000,1,113.577129
17-07-2017,115.583255,1.695585000,1,113.88767
24-07-2017,115.729385,1.736139000,1,113.993246
31-07-2017,115.989298,1.828071000,1,114.161227
07-08-2017,116.64198,1.859594000,1,114.782386
14-08-2017,117.426897,1.901062000,1,115.525835
21-08-2017,118.046673,2.003193000,1,116.04348
28-08-2017,118.241035,1.838738000,1,116.402297
04-09-2017,118.770002,1.818575000,1,116.951427
11-09-2017,119.938896,1.795719000,1,118.143177
18-09-2017,120.590873,1.738381000,1,118.852492
25-09-2017,120.915867,2.046786,1,118.869081
02-10-2017,120.372722,2.239578000,1,118.133144
09-10-2017,120.510283,3.348515000,1,117.161768
16-10-2017,120.41775072,3.4094396,1,117.00831112
23-10-2017,120.651854608,3.607350819,1,117.044503789
30-10-2017,120.631105,3.571427000,1,117.059678
06-11-2017,121.270748,3.69595,1,117.574798
13-11-2017,122.692883,3.782425,1,118.910458
20-11-2017,123.316999,3.645754000,1,119.671245
27-11-2017,123.792189,3.664163000,1,120.128026
04-12-2017,123.207709,3.452783000,1,119.754926
11-12-2017,123.693477,3.787486,1,119.905991
18-12-2017,123.810791,3.832813000,1,119.977978
25-12-2017,123.429379,3.425374000,1,120.004005
01-01-2018,123.511621,3.326175000,1,120.185446
08-01-2018,123.970984,3.448912000,1,120.522072
15-01-2018,124.57902,3.616676000,1,120.962344
22-01-2018,125.067069,3.568811000,1,121.498258
29-01-2018,125.320814,3.626101000,1,121.694713
05-02-2018,125.364497,3.63728,1,121.727217
12-02-2018,125.019098,3.434686,1,121.584412
19-02-2018,124.181954,3.665033000,1,120.516921
26-02-2018,123.088251,3.537412000,1,119.550839
05-03-2018,122.91854,3.633206000,1,119.285334
12-03-2018,122.955775,3.844465,1,119.11131
19-03-2018,122.835798,3.669851000,1,119.165947
26-03-2018,122.897732,3.672254000,1,119.225478
02-04-2018,123.053109,3.625126000,1,119.427983
09-04-2018,123.581527,3.619601000,1,119.961926
16-04-2018,124.289665112,3.726219602,1,120.56344551
23-04-2018,125.387530168,3.943501750,1,121.444028418
30-04-2018,126.012658,3.793881,1,122.218777
07-05-2018,126.991487,3.724677000,1,123.26681
14-05-2018,128.28307,3.962439,1,124.320631
21-05-2018,130.03868,4.112580000,1,125.9261
28-05-2018,131.65999488,4.08456255,1,127.57543233
04-06-2018,132.34200096,3.912257697,1,128.429743263
11-06-2018,132.620206,4.012864000,1,128.607342
18-06-2018,131.983036,4.058385,1,127.924651
25-06-2018,131.266035,4.088994000,1,127.177041
02-07-2018,130.833138,4.291879000,1,126.541259
09-07-2018,131.530137,4.557508000,1,126.972629
16-07-2018,131.849398,4.377660000,1,127.471738
23-07-2018,131.900865,4.396573000,1,127.504292
30-07-2018,131.939202,4.401577000,1,127.537625
06-08-2018,132.388324,4.364444000,1,128.02388
13-08-2018,132.562244,4.168999000,1,128.393245
20-08-2018,132.972481,4.183348000,1,128.789133
27-08-2018,133.200419,4.019882000,1,129.180537
03-09-2018,133.667309,3.908428000,1,129.758881
10-09-2018,134.307547,4.066156000,1,130.241391
17-09-2018,134.56762,3.976439,1,130.591181
24-09-2018,134.768793,4.179487000,1,130.589306
01-10-2018,134.85787044,4.880964250,1,129.97690619
08-10-2018,135.532345496,5.385795081,1,130.146550415
15-10-2018,136.627661112,5.816618468,1,130.811042644
22-10-2018,136.926725,5.946206000,1,130.980519
29-10-2018,136.993692,6.351150000,1,130.642542
05-11-2018,137.029427,6.923365000,1,130.106062
12-11-2018,137.08407,8.148074000,1,128.935996
19-11-2018,136.384033,8.985157000,1,127.398876
26-11-2018,135.427627,9.657078,1,125.770549
03-12-2018,134.3822212,10.0812782,1,124.300943
10-12-2018,132.50459,10.136381,1,122.368209
17-12-2018,131.259118,10.234721,1,121.024397
24-12-2018,130.906953,10.293111,1,120.613842
31-12-2018,130.258599,10.079467,1,120.179132
07-01-2019,130.329108,10.054285,1,120.274823
14-01-2019,129.468691,9.942630000,1,119.526061
21-01-2019,128.922544336,9.801657921,1,119.120886415
28-01-2019,129.096850584,9.808095486,1,119.288755098
04-02-2019,129.133077,10.006443,1,119.126634
11-02-2019,129.171871,10.204306,1,118.967565
18-02-2019,129.232439,10.183116,1,119.049323
25-02-2019,129.662673,10.440915,1,119.221758
04-03-2019,130.250911,10.52999,1,119.720921
11-03-2019,130.591866424,10.487431641,1,120.104434783
18-03-2019,130.85225,10.377174,1,120.475076
25-03-2019,131.152132,10.318142,1,120.83399
01-04-2019,131.483966208,9.779963762,1,121.704002446
08-04-2019,132.084246,9.419429000,1,122.664817
15-04-2019,132.963578,8.908071000,1,124.055507
22-04-2019,133.993045,8.563876000,1,125.429169
29-04-2019,134.603912,8.243269000,1,126.360643
06-05-2019,135.407463,7.910214000,1,127.497249
13-05-2019,135.358762,7.387793000,1,127.970969
20-05-2019,135.822566,7.313233,1,128.509333
27-05-2019,136.446383,7.303814000,1,129.142569
03-06-2019,136.393553,6.986347000,1,129.407206
10-06-2019,135.4017,6.516032,1,128.885668
17-06-2019,133.758456,6.097683,1,127.660773
24-06-2019,131.813941,5.150825000,1,126.663116
01-07-2019,131.554757,5.067546000,1,126.487211
08-07-2019,131.680707,4.818093000,1,126.862614
15-07-2019,131.859849,4.731935000,1,127.127914
22-07-2019,132.214248,4.404977,1,127.809271
29-07-2019,132.596144,4.562367000,1,128.033777
05-08-2019,132.605733,4.235374000,1,128.370359
12-08-2019,132.588686,4.227444000,1,128.361242
19-08-2019,132.595987,4.430004000,1,128.165983
26-08-2019,132.510855,4.289819000,1,128.221036
02-09-2019,132.29072,4.426405000,1,127.864315
09-09-2019,131.886735888,4.097319585,1,127.789416303
16-09-2019,131.34646808,4.428232574,1,126.918235506
23-09-2019,131.523174664,4.74426235,1,126.778912314
30-09-2019,131.83385,4.909886000,1,126.923964
07-10-2019,131.820803,4.951308,1,126.869495
14-10-2019,131.892908,4.986417000,1,126.906491
21-10-2019,131.279253,4.876833000,1,126.40242
28-10-2019,130.603532,4.838018000,1,125.765514
04-11-2019,130.376095,4.817394000,1,125.558701
11-11-2019,130.42491,4.830911000,1,125.593999
18-11-2019,130.345595,4.763249,1,125.582346
25-11-2019,130.078313,4.758515,1,125.319798
02-12-2019,129.793833,4.98505,1,124.808783
09-12-2019,129.790185,5.042009000,1,124.748176
16-12-2019,129.561762,5.231792000,1,124.32997
23-12-2019,129.811132,5.653592000,1,124.15754
30-12-2019,130.542046,5.579895000,1,124.962151
06-01-2020,131.555157,5.469288000,1,126.085869
13-01-2020,132.688235,5.520843000,1,127.167392
20-01-2020,132.739754,5.562527,1,127.177227
27-01-2020,132.880881,5.546292000,1,127.334589
03-02-2020,131.475672,5.627585000,1,125.848087
10-02-2020,129.704447,4.975087,1,124.72936
17-02-2020,128.202849,4.406774000,1,123.796075
24-02-2020,127.674426472,4.227977319,1,123.446449153
02-03-2020,126.622464,4.191192000,1,122.431272
09-03-2020,126.252648,4.008667,1,122.243981
16-03-2020,124.363474,4.035305000,1,120.328169
23-03-2020,123.409485,3.764981000,1,119.644504
30-03-2020,118.597998,6.145289000,1,112.452709
06-04-2020,116.833354,6.598557,1,110.234797
13-04-2020,116.150812,6.884993000,1,109.265819
20-04-2020,115.732573,7.099826000,1,108.632747
,,,1,
