City,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description
New Delhi,01-04-2021,34,19,27.1,31.6,19,26.1,3.1,22.6,22.8,272.9,1002.8,0,3.1,01-04-2021 06:11,01-04-2021 18:39,0.6,Clear,Clear conditions throughout the day.
New Delhi,02-04-2021,33.9,16,25.8,31.8,16,24.9,4.5,27.62,12.4,275,1006.2,0,3.5,02-04-2021 06:10,02-04-2021 18:39,0.65,Clear,Clear conditions throughout the day.
New Delhi,03-04-2021,34.8,14.6,26,32.2,14.6,25.1,1.3,23.18,16.5,127.5,1008.8,1.4,3.5,03-04-2021 06:08,03-04-2021 18:40,0.7,Clear,Clear conditions throughout the day.
New Delhi,04-04-2021,36.8,16.9,27.1,34.2,16.9,26,4.8,28,18.3,157.6,1009.5,2.6,3.2,04-04-2021 06:07,04-04-2021 18:40,0.76,Clear,Clear conditions throughout the day.
New Delhi,05-04-2021,38.8,21,29.9,37.1,21,28.9,8.1,28.85,13.5,100.4,1007.8,38.4,3.1,05-04-2021 06:06,05-04-2021 18:41,0.81,Partially cloudy,Partly cloudy throughout the day.
New Delhi,06-04-2021,38,22.6,30.4,37.2,22.6,29.5,10.2,30.51,14.8,102,1006.2,30.7,2.4,06-04-2021 06:05,06-04-2021 18:41,0.86,Partially cloudy,Partly cloudy throughout the day.
New Delhi,07-04-2021,36,23.4,29.6,34.6,23.4,28.7,9.7,31.69,18.4,220.8,1009,24.1,2.7,07-04-2021 06:04,07-04-2021 18:42,0.91,Partially cloudy,Partly cloudy throughout the day.
New Delhi,08-04-2021,34.9,20.9,27.6,32.6,20.9,26.7,4.4,26.47,15.9,259.7,1009.1,0,3.2,08-04-2021 06:03,08-04-2021 18:43,0.94,Clear,Clear conditions throughout the day.
New Delhi,09-04-2021,36.2,17.1,27.7,33.7,17.1,26.6,3.6,25.64,18.4,188.2,1009.8,6.3,3.4,09-04-2021 06:02,09-04-2021 18:43,0.97,Clear,Clear conditions throughout the day.
New Delhi,10-04-2021,36.9,19.4,28.9,34.7,19.4,27.8,3.8,23.01,16.6,184.3,1011.2,0,3.4,10-04-2021 06:01,10-04-2021 18:44,0.99,Clear,Clear conditions throughout the day.
New Delhi,11-04-2021,38.5,19.7,29.4,36.1,19.7,28.1,4.2,23.98,18.4,231,1011.1,0,3.2,11-04-2021 06:00,11-04-2021 18:44,1,Clear,Clear conditions throughout the day.
New Delhi,12-04-2021,38.7,20.8,29.8,37.1,20.8,28.7,7.5,28.16,18.4,199.9,1011.5,0,2.4,12-04-2021 05:58,12-04-2021 18:45,0,Clear,Clear conditions throughout the day.
New Delhi,13-04-2021,39.4,21,30.4,37.7,21,29.3,8.3,28.58,18.4,192.6,1010,0,2.8,13-04-2021 05:57,13-04-2021 18:45,0.01,Clear,Clear conditions throughout the day.
New Delhi,14-04-2021,39.6,22.7,31.5,38.8,22.7,30.2,7.6,25.09,18.4,247.4,1008.7,16.1,3.3,14-04-2021 05:56,14-04-2021 18:46,0.03,Clear,Clear conditions throughout the day.
New Delhi,15-04-2021,40.1,24,31.3,38.7,24,29.9,6.6,24.05,19.6,221.3,1007.5,36.2,2.9,15-04-2021 05:55,15-04-2021 18:47,0.05,Partially cloudy,Partly cloudy throughout the day.
New Delhi,16-04-2021,39.6,21,28.8,38.7,21,28.2,10.9,39.57,37.1,160.3,1006.8,53.5,2.4,16-04-2021 05:54,16-04-2021 18:47,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
New Delhi,17-04-2021,33.1,19.8,26.7,33,19.8,26.4,15.2,54.03,21.3,215.8,1009.5,37.1,3.1,17-04-2021 05:53,17-04-2021 18:48,0.12,Partially cloudy,Partly cloudy throughout the day.
New Delhi,18-04-2021,35.2,20.2,28.3,34.8,20.2,27.7,12.5,40.89,16.6,192.7,1011.4,2.3,3.3,18-04-2021 05:52,18-04-2021 18:48,0.16,Clear,Clear conditions throughout the day.
New Delhi,19-04-2021,37.1,20.9,30,36.4,20.9,29,10.5,33.92,18.4,216.5,1007.3,0,2.9,19-04-2021 05:51,19-04-2021 18:49,0.21,Clear,Clear conditions throughout the day.
New Delhi,20-04-2021,33.8,21.6,28,32.6,21.6,27.3,10,34.86,37.1,135.5,1006.3,70.3,2.7,20-04-2021 05:50,20-04-2021 18:49,0.26,Partially cloudy,Partly cloudy throughout the day.
New Delhi,21-04-2021,32.7,20,26.1,32.4,20,25.9,13.5,47.75,16.6,233.9,1008.4,38.2,3.2,21-04-2021 05:49,21-04-2021 18:50,0.31,Partially cloudy,Partly cloudy throughout the day.
New Delhi,22-04-2021,33,21,27.4,33.4,21,27.1,13.7,45.34,16.6,90.7,1010.6,20.6,3.6,22-04-2021 05:48,22-04-2021 18:51,0.36,Partially cloudy,Partly cloudy throughout the day.
New Delhi,23-04-2021,31.9,22.7,26.5,32.4,22.7,26.3,13.2,44.72,24.1,82.8,1008.9,41.9,3,23-04-2021 05:47,23-04-2021 18:51,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
New Delhi,24-04-2021,32.8,18.6,26.8,31.1,18.6,25.9,8.2,33.87,22.3,274.2,1010.1,6.3,3.4,24-04-2021 05:46,24-04-2021 18:52,0.45,Clear,Clear conditions throughout the day.
New Delhi,25-04-2021,36.7,20.2,28.3,35.9,20.2,27.5,8.6,32.02,22.3,199,1009.7,0,3,25-04-2021 05:45,25-04-2021 18:52,0.48,Clear,Clear conditions throughout the day.
New Delhi,26-04-2021,39.7,19.1,30.1,38.8,19.1,28.9,7.6,30.31,18.4,154,1007.9,0,2.8,26-04-2021 05:44,26-04-2021 18:53,0.5,Clear,Clear conditions throughout the day.
New Delhi,27-04-2021,41.2,22.5,32.1,40.5,22.5,30.9,9.8,30.22,20.5,137.1,1006.8,0,2.3,27-04-2021 05:43,27-04-2021 18:54,0.5,Clear,Clear conditions throughout the day.
New Delhi,28-04-2021,42,23.7,33.2,41.4,23.7,32.1,10.4,28.01,22.3,215.2,1007.5,12.5,2.5,28-04-2021 05:43,28-04-2021 18:54,0.52,Clear,Clear conditions throughout the day.
New Delhi,29-04-2021,41.9,25.3,34,41.9,25.3,32.7,10,25.87,18.4,242.4,1007.4,39.9,2.5,29-04-2021 05:42,29-04-2021 18:55,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
New Delhi,30-04-2021,39.3,24.7,33.5,40.4,24.7,32.6,11.9,28.43,18.4,141.5,1007.5,35.9,2.6,30-04-2021 05:41,30-04-2021 18:55,0.58,Partially cloudy,Partly cloudy throughout the day.
New Delhi,01-05-2021,40.7,29.3,34.1,41,29,33.1,11.8,27.34,22.3,115.3,1007.1,70.5,2.4,01-05-2021 05:40,01-05-2021 18:56,0.63,Partially cloudy,Partly cloudy throughout the day.
New Delhi,02-05-2021,38.8,26.7,32,38.8,27.2,31.1,12,30.59,18.4,169.5,1007.3,64.6,2.8,02-05-2021 05:39,02-05-2021 18:57,0.68,Partially cloudy,Partly cloudy throughout the day.
New Delhi,03-05-2021,38.7,26,32.5,38.4,26,31.6,11.9,30.35,18.4,243,1005.8,37.5,2.9,03-05-2021 05:38,03-05-2021 18:57,0.74,Partially cloudy,Partly cloudy throughout the day.
New Delhi,04-05-2021,40.4,26.4,32.8,40.5,26.4,32,12.2,31.49,16.6,191.7,1004.2,39.6,3.2,04-05-2021 05:37,04-05-2021 18:58,0.79,Partially cloudy,Becoming cloudy in the afternoon.
New Delhi,05-05-2021,39.4,26.6,32.6,40.1,26.6,32.7,15.5,38.09,20.5,125.3,1005.3,49.6,3,05-05-2021 05:37,05-05-2021 18:58,0.84,Partially cloudy,Partly cloudy throughout the day.
New Delhi,06-05-2021,39,23.8,29.5,41.9,23.8,30.2,17.8,51.59,20.5,122.5,1007.3,52.1,3,06-05-2021 05:36,06-05-2021 18:59,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
New Delhi,07-05-2021,35.2,23,28.7,36.1,23,29,17.1,51.84,11.2,138.5,1009.4,43.1,3.2,07-05-2021 05:35,07-05-2021 19:00,0.92,Partially cloudy,Partly cloudy throughout the day.
New Delhi,08-05-2021,38.3,24.4,31.6,37.9,24.4,31.3,15.1,41.34,13,138.5,1008,31.1,3.5,08-05-2021 05:34,08-05-2021 19:00,0.96,Partially cloudy,Partly cloudy throughout the day.
New Delhi,09-05-2021,39,26.1,31.3,40.7,26.1,31.7,16.5,42.46,18.4,118,1005.9,41.2,3.2,09-05-2021 05:34,09-05-2021 19:01,0.98,Partially cloudy,Becoming cloudy in the afternoon.
New Delhi,10-05-2021,36.1,26,30.6,36.2,26,30.7,15.6,41.47,20.5,94.5,1004.6,54.2,3.3,10-05-2021 05:33,10-05-2021 19:01,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
New Delhi,11-05-2021,39.1,25.7,32.1,40.1,25.7,32,15.7,40.41,22.3,155.4,1003.2,57,3.4,11-05-2021 05:32,11-05-2021 19:02,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
New Delhi,12-05-2021,37,24.8,31,36.6,24.8,30.9,15.1,39.88,27.7,149.9,1001.6,43.4,3.4,12-05-2021 05:32,12-05-2021 19:03,0,Partially cloudy,Partly cloudy throughout the day.
New Delhi,13-05-2021,33.9,22,28,35.5,22,28.4,17.7,54.9,21.5,96.9,1003.6,57,3.2,13-05-2021 05:31,13-05-2021 19:03,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
New Delhi,14-05-2021,36.6,24.4,30.4,38.4,24.4,30.7,17.1,47.19,14.8,98.6,1003.5,31.3,3.6,14-05-2021 05:31,14-05-2021 19:04,0.03,Partially cloudy,Clearing in the afternoon.
New Delhi,15-05-2021,38.5,25.1,30.4,37.9,25.1,30,14.3,40,29.5,136.6,1004.8,42.2,3.1,15-05-2021 05:30,15-05-2021 19:04,0.06,Partially cloudy,Partly cloudy throughout the day.
New Delhi,16-05-2021,40,23.9,32.7,39.2,23.9,31.9,12.5,32.18,11.2,115.3,1006.1,12.6,3.5,16-05-2021 05:29,16-05-2021 19:05,0.09,Clear,Clear conditions throughout the day.
New Delhi,17-05-2021,37,26,32.8,37.6,26,32,12.5,31.27,14.8,163.9,1006.1,73.4,2.5,17-05-2021 05:29,17-05-2021 19:06,0.14,Partially cloudy,Partly cloudy throughout the day.
New Delhi,18-05-2021,31,24.9,27.7,31.8,24.9,28.2,18.8,59.9,24.1,138,1006.6,91.7,3.1,18-05-2021 05:28,18-05-2021 19:06,0.18,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.
New Delhi,19-05-2021,25,21,22.4,25,21,22.4,21.5,94.6,22.3,81.5,1004.5,96.6,1.7,19-05-2021 05:28,19-05-2021 19:07,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.
New Delhi,20-05-2021,30.7,20,25.2,34.2,20,26.4,21.1,79.91,22.3,268.1,1002.3,62.3,2.5,20-05-2021 05:27,20-05-2021 19:07,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
New Delhi,21-05-2021,32.1,21,26.1,36.5,21,27,21.2,76.94,22.3,136,1005.2,37.7,3.1,21-05-2021 05:27,21-05-2021 19:08,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
New Delhi,22-05-2021,34.5,19.7,27.8,36.9,19.7,28,17.7,58.65,37.1,187.4,1005.3,48.6,3.6,22-05-2021 05:26,22-05-2021 19:09,0.39,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.
New Delhi,23-05-2021,33,24.2,27.7,34.7,24.2,28,18.1,58,22.3,261.3,1005.9,45,2.3,23-05-2021 05:26,23-05-2021 19:09,0.44,Partially cloudy,Partly cloudy throughout the day.
New Delhi,24-05-2021,36,22,29.5,35.6,22,29.2,15.3,45.72,27.7,288.5,1006,7.4,3.3,24-05-2021 05:26,24-05-2021 19:10,0.47,Clear,Clear conditions throughout the day.
New Delhi,25-05-2021,39,25,32,37.8,25,31,12.1,33.21,20.5,247.3,1002.2,0,3.6,25-05-2021 05:25,25-05-2021 19:10,0.49,Clear,Clear conditions throughout the day.
New Delhi,26-05-2021,39.1,24.3,32.7,37.6,24.3,31.5,10.1,28.47,20.5,183.9,1000,0,3.7,26-05-2021 05:25,26-05-2021 19:11,0.5,Clear,Clear conditions throughout the day.
New Delhi,27-05-2021,40.4,24.6,32.8,39.6,24.6,32.4,13.5,35.61,18.4,198.6,1000.2,5.1,3.5,27-05-2021 05:25,27-05-2021 19:11,0.51,Clear,Clear conditions throughout the day.
New Delhi,28-05-2021,38,26.8,32.2,43,28.6,34.9,20.3,50.61,18.4,137.7,1001.9,13.2,4,28-05-2021 05:24,28-05-2021 19:12,0.53,Clear,Clear conditions throughout the day.
New Delhi,29-05-2021,37,28,32.2,40.8,30.1,34.5,20.1,50.11,23.7,137.5,1003.4,18.6,4.2,29-05-2021 05:24,29-05-2021 19:12,0.56,Clear,Clear conditions throughout the day.
New Delhi,30-05-2021,36.8,27,30.6,43.1,28.1,32.4,19.2,51.6,28.7,144.6,1003.6,62.4,3.3,30-05-2021 05:24,30-05-2021 19:13,0.61,Partially cloudy,Partly cloudy throughout the day.
New Delhi,31-05-2021,38.6,26.2,32.8,41.9,26.2,34.1,18.2,43.79,9.8,170.1,1000.2,49.1,3.9,31-05-2021 05:23,31-05-2021 19:14,0.66,Partially cloudy,Partly cloudy throughout the day.
New Delhi,01-06-2021,32.9,20.7,26.9,36.1,20.7,28,20.1,68.66,27.7,117.8,1003.8,71.9,2.9,01-06-2021 05:23,01-06-2021 19:14,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
New Delhi,02-06-2021,36,23.7,30,37.5,23.7,30.8,19.3,57.97,18.4,132.5,1004.6,59.4,3,02-06-2021 05:23,02-06-2021 19:15,0.76,Partially cloudy,Partly cloudy throughout the day.
New Delhi,03-06-2021,38,26,31.8,42.9,26,34.4,20.2,51.97,13,124.3,1005.3,34.6,3.3,03-06-2021 05:23,03-06-2021 19:15,0.81,Partially cloudy,Partly cloudy throughout the day.
New Delhi,04-06-2021,38.6,23,31,42.3,23,33.8,21.5,60.89,28.9,117.6,1005.3,68.8,3.2,04-06-2021 05:23,04-06-2021 19:16,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
New Delhi,05-06-2021,37.2,25,30.1,42.1,25,32,21.2,61.29,20.2,111.6,1003.7,53.5,3.2,05-06-2021 05:23,05-06-2021 19:16,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
New Delhi,06-06-2021,37.4,25.6,31.6,41.7,25.6,34.6,21.6,58.27,11.2,159.8,1003.3,40.2,3.5,06-06-2021 05:22,06-06-2021 19:16,0.94,Partially cloudy,Partly cloudy throughout the day.
New Delhi,07-06-2021,39.5,27.8,34,43.4,29.2,37.1,20.5,47.4,18.4,221.5,1001.1,25.5,3.4,07-06-2021 05:22,07-06-2021 19:17,0.97,Partially cloudy,Partly cloudy throughout the day.
New Delhi,08-06-2021,40.8,30,35.5,44.8,31.3,39.3,20.8,44.4,25.6,263.8,998.7,32.2,3.3,08-06-2021 05:22,08-06-2021 19:17,0.99,Partially cloudy,Partly cloudy throughout the day.
New Delhi,09-06-2021,41.5,31,36.8,47.4,33,41.3,21.1,40.77,18.3,249.8,997.2,27.3,3.1,09-06-2021 05:22,09-06-2021 19:18,1,Partially cloudy,Partly cloudy throughout the day.
New Delhi,10-06-2021,38.8,27.9,34.2,48.8,33.2,42.2,25,60.01,18.4,118.7,997.6,47.9,3,10-06-2021 05:22,10-06-2021 19:18,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
New Delhi,11-06-2021,38,24,31.6,49,24,36.8,24,66.45,18.4,106.4,997.4,58,3.1,11-06-2021 05:22,11-06-2021 19:19,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
New Delhi,12-06-2021,35.3,25,31.2,43.6,25,37.5,24.4,67.69,27.7,123.7,999.1,52.4,3.4,12-06-2021 05:22,12-06-2021 19:19,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
New Delhi,13-06-2021,34.5,26,29.4,41.3,26,33.6,23.5,70.78,20.5,144.6,999.8,65.4,3.3,13-06-2021 05:22,13-06-2021 19:19,0.04,Partially cloudy,Partly cloudy throughout the day.
New Delhi,14-06-2021,37.8,27.5,32.3,43.5,31.3,37.1,23,61.5,14.8,149.8,997.6,41.7,3.4,14-06-2021 05:22,14-06-2021 19:20,0.08,Partially cloudy,Partly cloudy throughout the day.
New Delhi,15-06-2021,37.9,28,31.9,44.7,31.2,36.6,23,60.53,23,166.8,994.7,62.2,3.3,15-06-2021 05:22,15-06-2021 19:20,0.12,Partially cloudy,Partly cloudy throughout the day.
New Delhi,16-06-2021,32.7,27,29.8,39.4,29.2,34.6,23.7,70.03,14.8,121.8,997.8,65.5,3.4,16-06-2021 05:23,16-06-2021 19:20,0.16,Partially cloudy,Partly cloudy throughout the day.
New Delhi,17-06-2021,35.7,28,31.3,40.9,31.8,37.1,24.3,67.76,18.4,99.8,999.6,52.3,3.4,17-06-2021 05:23,17-06-2021 19:21,0.21,Partially cloudy,Partly cloudy throughout the day.
New Delhi,18-06-2021,35.8,27,30.7,42.6,30.3,36.5,24.6,70.82,20.5,91,1000.5,49.5,2.9,18-06-2021 05:23,18-06-2021 19:21,0.27,Partially cloudy,Partly cloudy throughout the day.
New Delhi,19-06-2021,34.5,27.3,30.3,42,30.5,35.4,24.1,70.26,18.4,110.4,1000.3,76.2,3.5,19-06-2021 05:23,19-06-2021 19:21,0.32,Partially cloudy,Partly cloudy throughout the day.
New Delhi,20-06-2021,34,26.8,29.4,40.7,30,34.7,24.9,77.75,15.6,55.8,1001,73.2,3.7,20-06-2021 05:23,20-06-2021 19:21,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
New Delhi,21-06-2021,37,27,32.1,43.2,30.9,38.1,24.5,66.76,13,81.3,1002,56.2,3.5,21-06-2021 05:23,21-06-2021 19:21,0.42,Partially cloudy,Partly cloudy throughout the day.
New Delhi,22-06-2021,40,29.2,34.7,42.9,34.6,39.1,21.6,49.84,14.8,179.3,1001.2,48.4,3.3,22-06-2021 05:24,22-06-2021 19:22,0.46,Partially cloudy,Partly cloudy throughout the day.
New Delhi,23-06-2021,40.1,29.7,35.1,44.2,31.9,37.8,19.7,42.58,18.4,137.7,1001.5,43.1,3.5,23-06-2021 05:24,23-06-2021 19:22,0.49,Partially cloudy,Partly cloudy throughout the day.
New Delhi,24-06-2021,38,29.7,32.2,47.4,32.5,38.6,24,63.4,18.4,126.1,1001.5,61.3,2.9,24-06-2021 05:24,24-06-2021 19:22,0.5,Partially cloudy,Partly cloudy throughout the day.
New Delhi,25-06-2021,39,27,32.3,43.4,29.6,35,20.7,53.03,27.7,202.2,1000.6,47.3,3.3,25-06-2021 05:24,25-06-2021 19:22,0.51,Partially cloudy,Partly cloudy throughout the day.
New Delhi,26-06-2021,38,27,31.4,42.6,30,35.1,22.2,60.33,22.1,137.6,1002.6,76.6,2.8,26-06-2021 05:25,26-06-2021 19:22,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
New Delhi,27-06-2021,39,28.4,33.6,46.3,32,38.9,22.9,55.46,13,86.2,1004.7,45.7,3.1,27-06-2021 05:25,27-06-2021 19:22,0.55,Partially cloudy,Partly cloudy throughout the day.
New Delhi,28-06-2021,39.3,29.4,34.5,45.2,35.5,40.4,23.2,54.22,13,129.5,1003.4,34.4,3.3,28-06-2021 05:25,28-06-2021 19:22,0.59,Partially cloudy,Partly cloudy throughout the day.
New Delhi,29-06-2021,42,29.5,36.3,44.3,35.8,40.9,21.4,46.7,24.1,189.5,1000.2,11.7,3.4,29-06-2021 05:26,29-06-2021 19:23,0.64,Clear,Clear conditions throughout the day.
New Delhi,30-06-2021,43,30.6,37.7,47.5,33.6,40.7,19.5,36.84,27.7,240.9,997.1,20,3.3,30-06-2021 05:26,30-06-2021 19:23,0.69,Clear,Partly cloudy throughout the day.
Mumbai,01-04-2021,31.7,26.9,28.7,37,29.7,32.6,23.6,74.59,19.9,214.5,1006.8,41.1,3.3,01-04-2021 06:32,01-04-2021 18:52,0.6,Partially cloudy,Partly cloudy throughout the day.
Mumbai,02-04-2021,32.8,26.2,28.8,36.6,26.2,31.9,22.4,68.72,22.3,204.7,1007,26.5,3.5,02-04-2021 06:31,02-04-2021 18:52,0.65,Partially cloudy,Partly cloudy throughout the day.
Mumbai,03-04-2021,31.9,25.4,28.3,36.4,25.4,31.3,22.5,71.16,18.4,165.1,1008.1,26,3.5,03-04-2021 06:31,03-04-2021 18:53,0.7,Partially cloudy,Partly cloudy throughout the day.
Mumbai,04-04-2021,32,26.4,28.8,37.2,26.4,32.4,23.1,71.55,20.5,215.7,1009.9,26.9,3.5,04-04-2021 06:30,04-04-2021 18:53,0.76,Partially cloudy,Partly cloudy throughout the day.
Mumbai,05-04-2021,31.9,26.2,29.1,36.8,26.2,32.7,23.2,71.1,22.3,244.2,1009.7,18.8,3.9,05-04-2021 06:29,05-04-2021 18:53,0.81,Clear,Clear conditions throughout the day.
Mumbai,06-04-2021,35,24.7,30.5,42,24.7,33.3,20.6,56.83,19.9,228.1,1008.7,0.8,3.7,06-04-2021 06:28,06-04-2021 18:53,0.86,Clear,Clear conditions throughout the day.
Mumbai,07-04-2021,33.6,26.3,30.1,40.6,26.3,33.6,22.4,64.85,19.4,223.4,1009.5,1.6,3.5,07-04-2021 06:27,07-04-2021 18:54,0.91,Clear,Clear conditions throughout the day.
Mumbai,08-04-2021,31.2,26.6,29,37.8,26.6,33.5,24,74.36,16.6,227.7,1008.3,45,3.4,08-04-2021 06:26,08-04-2021 18:54,0.94,Partially cloudy,Partly cloudy throughout the day.
Mumbai,09-04-2021,31.7,25.7,28.9,36.8,25.7,33,24,75.74,18.4,197.3,1008,38.5,3.5,09-04-2021 06:26,09-04-2021 18:54,0.97,Partially cloudy,Partly cloudy throughout the day.
Mumbai,10-04-2021,32.4,25.7,29.1,38,25.7,33.5,24.1,75.22,20.6,229.3,1008.8,39.9,3.2,10-04-2021 06:25,10-04-2021 18:54,0.99,Partially cloudy,Partly cloudy throughout the day.
Mumbai,11-04-2021,33.4,25.8,29.9,40.3,25.8,34.4,23.8,71.85,21.8,158.1,1009.7,24.6,3.4,11-04-2021 06:24,11-04-2021 18:55,1,Partially cloudy,Partly cloudy throughout the day.
Mumbai,12-04-2021,33.4,27.4,30.7,40.7,31.8,35.6,23.8,68.63,20.5,188.6,1010.9,33.1,3.2,12-04-2021 06:23,12-04-2021 18:55,0,Partially cloudy,Partly cloudy throughout the day.
Mumbai,13-04-2021,35,28,30.7,42.1,31.3,36.7,24.4,69.81,20.6,260.6,1009.9,38.6,3.4,13-04-2021 06:23,13-04-2021 18:55,0.01,Partially cloudy,Partly cloudy throughout the day.
Mumbai,14-04-2021,34.2,28.6,30.6,40.3,33.8,37,25,72.72,20,214.7,1009.8,24.7,3.2,14-04-2021 06:22,14-04-2021 18:55,0.03,Partially cloudy,Partly cloudy throughout the day.
Mumbai,15-04-2021,34.4,27.2,30.2,39.4,30.6,35.7,24.5,72.53,21.7,185.9,1009.7,9.4,3.3,15-04-2021 06:21,15-04-2021 18:56,0.05,Clear,Clear conditions throughout the day.
Mumbai,16-04-2021,31.9,27.3,29.6,37.6,30.1,34.4,23.9,72.26,22.4,248.5,1009.6,10.7,3.7,16-04-2021 06:20,16-04-2021 18:56,0.08,Clear,Clear conditions throughout the day.
Mumbai,17-04-2021,32.7,27.3,30.1,41.1,30.3,35.7,24.4,72.2,21.8,275.4,1010.1,2.4,3.7,17-04-2021 06:20,17-04-2021 18:56,0.12,Clear,Clear conditions throughout the day.
Mumbai,18-04-2021,33.7,28.5,31,43.5,33.8,38,25.2,71.92,18.9,253.7,1010.3,4.8,3.7,18-04-2021 06:19,18-04-2021 18:56,0.16,Clear,Clear conditions throughout the day.
Mumbai,19-04-2021,33.6,28.6,30.3,41.7,33.7,36.6,25,73.9,18.2,245.7,1009.4,15.8,3.6,19-04-2021 06:18,19-04-2021 18:57,0.21,Clear,Clear conditions throughout the day.
Mumbai,20-04-2021,33.2,27.9,30,39.2,31.5,35.4,24.4,72.46,20.5,251.6,1008.7,31.9,3.6,20-04-2021 06:17,20-04-2021 18:57,0.26,Partially cloudy,Partly cloudy throughout the day.
Mumbai,21-04-2021,31.9,27.9,29.9,38.1,31.8,35.2,24.3,72.32,20,211.1,1010.3,31,3.5,21-04-2021 06:17,21-04-2021 18:57,0.31,Partially cloudy,Partly cloudy throughout the day.
Mumbai,22-04-2021,33.4,27.3,30.3,40.8,31,35.4,24,70.04,16.6,222.8,1009.9,29.5,3.3,22-04-2021 06:16,22-04-2021 18:58,0.36,Partially cloudy,Partly cloudy throughout the day.
Mumbai,23-04-2021,34,26.4,30.2,37.3,26.4,33.1,21.7,62.08,22.3,197.7,1010,38,3.5,23-04-2021 06:15,23-04-2021 18:58,0.41,Partially cloudy,Partly cloudy throughout the day.
Mumbai,24-04-2021,32.4,25.4,29.4,38.3,25.4,33.8,23.6,71.49,22.5,219.5,1009.3,18.1,3.7,24-04-2021 06:15,24-04-2021 18:58,0.45,Clear,Clear conditions throughout the day.
Mumbai,25-04-2021,33.7,27,30.8,44.5,30.6,36.4,24,68.8,18.6,206.7,1008,30.2,3.8,25-04-2021 06:14,25-04-2021 18:59,0.48,Partially cloudy,Partly cloudy throughout the day.
Mumbai,26-04-2021,33.4,29,30.8,43.6,36.9,39.1,26.2,77.06,16.6,231.3,1007.6,27.4,3.2,26-04-2021 06:13,26-04-2021 18:59,0.5,Partially cloudy,Partly cloudy throughout the day.
Mumbai,27-04-2021,34.1,28.6,31.1,43.4,34,37.8,25,70.86,21.2,202.2,1008.8,24.7,3.1,27-04-2021 06:13,27-04-2021 18:59,0.5,Partially cloudy,Partly cloudy throughout the day.
Mumbai,28-04-2021,33.1,28,30.5,40.8,32.8,36.8,24.9,72.59,22.4,225.2,1009.8,25.2,3.4,28-04-2021 06:12,28-04-2021 18:59,0.52,Partially cloudy,Partly cloudy throughout the day.
Mumbai,29-04-2021,33,28.4,30.6,41.9,33.6,37.2,25.2,73.62,20.5,257.8,1009.2,41.4,3.6,29-04-2021 06:12,29-04-2021 19:00,0.54,Partially cloudy,Partly cloudy throughout the day.
Mumbai,30-04-2021,32.1,28.5,30.2,40.2,33.6,37.1,25.5,76.67,24.8,212,1008.2,40.1,3.7,30-04-2021 06:11,30-04-2021 19:00,0.58,Partially cloudy,Partly cloudy throughout the day.
Mumbai,01-05-2021,35.4,29,31,41.4,35.1,37.5,24.9,70.78,14.8,247.1,1007.2,45.1,3.4,01-05-2021 06:10,01-05-2021 19:00,0.63,Partially cloudy,Partly cloudy throughout the day.
Mumbai,02-05-2021,33.6,29.3,31.1,42.6,31.9,37.6,24.5,69.09,18.4,180,1007.7,38.8,3.5,02-05-2021 06:10,02-05-2021 19:01,0.68,Partially cloudy,Partly cloudy throughout the day.
Mumbai,03-05-2021,34.8,28.2,31,42.8,31.4,36.8,24.2,67.78,22.3,165.4,1007.4,19.2,3.4,03-05-2021 06:09,03-05-2021 19:01,0.74,Clear,Clear conditions throughout the day.
Mumbai,04-05-2021,33.7,29,31.3,41.1,35.5,38,24.9,69.62,25.3,235,1007,10.7,3.7,04-05-2021 06:09,04-05-2021 19:01,0.79,Clear,Clear conditions throughout the day.
Mumbai,05-05-2021,33,28.4,30.9,44,34.4,39.3,26.3,76.87,22.3,232.6,1007,22.3,3.8,05-05-2021 06:08,05-05-2021 19:02,0.84,Partially cloudy,Partly cloudy throughout the day.
