City,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description
Indore,24-04-2020,37.8,25.1,31.5,36.5,25.1,30.6,10.8,29.26,22.3,280,1003.8,15.7,4.8,24-04-2020 05:58,24-04-2020 18:50,0.01,Clear,Clear conditions throughout the day.
Indore,25-04-2020,36.9,23.8,31.3,34.1,23.8,29.9,8.3,26.16,27.6,261.9,1004.8,7.1,4.9,25-04-2020 05:58,25-04-2020 18:51,0.03,Clear,Clear conditions throughout the day.
Indore,26-04-2020,37.8,24.8,32.2,36.1,24.8,31.5,12.4,31.16,18.4,207.1,1005.3,17.6,5,26-04-2020 05:57,26-04-2020 18:51,0.05,Clear,Clear conditions throughout the day.
Indore,27-04-2020,37,25.2,31.1,35.6,25.2,30.4,12.8,34.3,22.3,231.5,1006.8,35.4,4.8,27-04-2020 05:56,27-04-2020 18:52,0.09,Partially cloudy,Partly cloudy throughout the day.
Indore,28-04-2020,37.2,28,34.3,35.1,27.6,32.9,10.3,24.56,9.4,112,1007,18.1,5.1,28-04-2020 05:55,28-04-2020 18:52,0.13,Clear,Clear conditions throughout the day.
Indore,29-04-2020,38.8,32,36.6,36.6,30.4,34.8,9.2,19.37,16.4,80,1004.8,27.7,4.7,29-04-2020 05:55,29-04-2020 18:52,0.18,Partially cloudy,Partly cloudy throughout the day.
Indore,30-04-2020,39.8,33.2,37.3,38.1,31.7,35.8,10.7,20.49,14.6,182,1005.3,24.4,5,30-04-2020 05:54,30-04-2020 18:53,0.23,Partially cloudy,Partly cloudy throughout the day.
Indore,01-05-2020,40.1,31.9,37.3,38.5,30.3,35.7,9.8,19.41,14.8,312.5,1004.6,14.3,5.3,01-05-2020 05:53,01-05-2020 18:53,0.28,Clear,Clear conditions throughout the day.
Indore,02-05-2020,40.2,31,37,38.4,31.1,35.7,11.1,22.85,18.2,275,1003.6,4,4.9,02-05-2020 05:53,02-05-2020 18:54,0.34,Clear,Clear conditions throughout the day.
Indore,03-05-2020,40,30.3,37.4,39.5,30.8,37.3,14.5,26.99,16.6,278.4,1003.7,14.4,5.7,03-05-2020 05:52,03-05-2020 18:54,0.39,Clear,Clear conditions throughout the day.
Indore,04-05-2020,40,31,36.8,39.1,31.5,36.8,14.8,28.71,22.2,266.8,1004.5,25.9,5.3,04-05-2020 05:51,04-05-2020 18:55,0.44,Partially cloudy,Partly cloudy throughout the day.
Indore,05-05-2020,38.8,31.9,36.2,37.8,32.3,35.9,14.3,28.22,22.3,302.8,1004.4,14.1,4.7,05-05-2020 05:51,05-05-2020 18:55,0.47,Clear,Clear conditions throughout the day.
Indore,06-05-2020,38.2,32.6,36.3,37.7,32.6,36.2,14.9,28.46,18.4,270.3,1003.3,33,4.5,06-05-2020 05:50,06-05-2020 18:55,0.49,Partially cloudy,Partly cloudy throughout the day.
Indore,07-05-2020,39.9,31.7,37.3,39.1,31.3,36.6,13.2,24.39,16.4,186,1003.9,16.9,5,07-05-2020 05:50,07-05-2020 18:56,0.5,Clear,Clear conditions throughout the day.
Indore,08-05-2020,41.1,31,37.2,40.1,30.1,36.4,12.5,23.63,22.2,255.3,1003.1,20.3,4.6,08-05-2020 05:49,08-05-2020 18:56,0.51,Partially cloudy,Partly cloudy throughout the day.
Indore,09-05-2020,40,31.8,37.4,38.8,31.7,36.7,12.9,24.5,18.4,280,1004.1,16.2,4.9,09-05-2020 05:48,09-05-2020 18:57,0.53,Clear,Clear conditions throughout the day.
Indore,10-05-2020,40.8,29.1,35.4,41.4,31.4,36.1,16.6,35.18,11.1,219.8,1004.1,22.9,4.9,10-05-2020 05:48,10-05-2020 18:57,0.56,Partially cloudy,Partly cloudy throughout the day.
Indore,11-05-2020,39,28.8,35.1,38.9,29.7,35.9,16.7,35.34,22.3,245.5,1005,7.1,5.3,11-05-2020 05:47,11-05-2020 18:58,0.61,Clear,Clear conditions throughout the day.
Indore,12-05-2020,38.9,30.2,36.1,39,30.5,36.7,16.1,31.57,14.8,205.8,1004.3,21.2,5.3,12-05-2020 05:47,12-05-2020 18:58,0.65,Partially cloudy,Partly cloudy throughout the day.
Indore,13-05-2020,39.1,31.2,35.7,40.4,31.5,36.5,16.9,33.56,18.2,220.2,1003.7,34.2,4.7,13-05-2020 05:46,13-05-2020 18:59,0.7,Partially cloudy,Partly cloudy throughout the day.
Indore,14-05-2020,39.2,30.7,36.3,39.5,31.7,36.8,16,31.48,14.8,270.3,1003.1,19.5,5.1,14-05-2020 05:46,14-05-2020 18:59,0.75,Clear,Clear conditions throughout the day.
Indore,15-05-2020,40,30.9,37.1,39.2,30.3,36.4,13.1,24.74,18.4,237.5,1001.9,29.9,5.1,15-05-2020 05:46,15-05-2020 19:00,0.8,Partially cloudy,Partly cloudy throughout the day.
Indore,16-05-2020,40,32.7,37.5,39.8,32,37.1,13.7,24.73,14.6,247.5,1001.1,22,4.7,16-05-2020 05:45,16-05-2020 19:00,0.85,Partially cloudy,Partly cloudy throughout the day.
Indore,17-05-2020,39.2,32,37.2,38.2,30.6,35.9,11.2,21.41,14.8,285.3,1000.9,50,5.3,17-05-2020 05:45,17-05-2020 19:00,0.89,Partially cloudy,Partly cloudy throughout the day.
Indore,18-05-2020,39.9,32.2,37.2,38.3,31.2,35.7,10.9,21.25,22.2,325,999.4,33.5,4.4,18-05-2020 05:44,18-05-2020 19:01,0.93,Partially cloudy,Partly cloudy throughout the day.
Indore,19-05-2020,40,31,37.1,38,30.1,35.1,8.4,19.07,14.7,172.8,999.7,0.3,4.8,19-05-2020 05:44,19-05-2020 19:01,0.96,Clear,Clear conditions throughout the day.
Indore,20-05-2020,40.2,32.2,37.6,38.1,31.9,36,9.8,20.4,27.7,320,998.5,20.2,4.9,20-05-2020 05:44,20-05-2020 19:02,0.98,Partially cloudy,Partly cloudy throughout the day.
Indore,21-05-2020,40.9,31,37.7,39.7,31.6,36.9,12.6,24.42,22.2,287.8,1000.3,0.3,4.5,21-05-2020 05:43,21-05-2020 19:02,1,Clear,Clear conditions throughout the day.
Indore,22-05-2020,40.2,32.2,37.6,39.4,32,37.1,13.6,24.91,22.3,305.3,1001.7,0.4,5.3,22-05-2020 05:43,22-05-2020 19:03,1,Clear,Clear conditions throughout the day.
Indore,23-05-2020,40.9,32,37.9,40.9,32.9,38.3,15.5,28.08,22.2,270,1002.3,0.2,4.5,23-05-2020 05:43,23-05-2020 19:03,0,Clear,Clear conditions throughout the day.
Indore,24-05-2020,41.8,33,38.7,43,32.6,39.4,15.7,26.31,25.9,280,1002.5,0,5.2,24-05-2020 05:42,24-05-2020 19:04,0.02,Clear,Clear conditions throughout the day.
Indore,25-05-2020,42,28,38.1,43.5,28.3,39.6,17,30.48,25.9,283.8,1002.8,0,5.9,25-05-2020 05:42,25-05-2020 19:04,0.04,Clear,Clear conditions throughout the day.
Indore,26-05-2020,41.1,30,37.3,43.4,30.4,38.8,17.5,32.58,22.3,275.7,1002.1,0,5.9,26-05-2020 05:42,26-05-2020 19:05,0.07,Clear,Clear conditions throughout the day.
Indore,27-05-2020,40.8,29,36.6,42.3,30.2,38.7,18.6,36.54,27.7,275.7,1000.6,0,6.1,27-05-2020 05:42,27-05-2020 19:05,0.11,Clear,Clear conditions throughout the day.
Indore,28-05-2020,41.2,29,34.7,44.6,31.4,37.8,20.5,46.32,33.2,273.8,999.7,0.1,5.4,28-05-2020 05:41,28-05-2020 19:05,0.16,Clear,Clear conditions throughout the day.
Indore,29-05-2020,40,30,36.9,44.6,35,40.6,20.6,40.57,29.5,258.3,1001.5,5.2,6.1,29-05-2020 05:41,29-05-2020 19:06,0.21,Clear,Clear conditions throughout the day.
Indore,30-05-2020,38.9,29,33.3,44.6,33.6,38.4,23,57.15,25.7,276.3,1002.7,41.3,5.4,30-05-2020 05:41,30-05-2020 19:06,0.27,Partially cloudy,Partly cloudy throughout the day.
Indore,31-05-2020,38.8,30,34.5,46.8,31.9,38.2,21,46.58,18.4,187.6,1003.5,14.8,4.9,31-05-2020 05:41,31-05-2020 19:07,0.33,Clear,Clear conditions throughout the day.
Indore,01-06-2020,37,30,33.5,39.3,30.4,35.1,18.3,42.16,18.2,175.8,1004.5,47.1,5.5,01-06-2020 05:41,01-06-2020 19:07,0.38,Partially cloudy,Partly cloudy throughout the day.
Indore,02-06-2020,28.9,21,24.7,31.1,21,25.4,20.5,78.59,22.3,212.7,1006.2,75.6,5,02-06-2020 05:41,02-06-2020 19:08,0.43,Partially cloudy,Partly cloudy throughout the day.
Indore,03-06-2020,30,25,27.8,30.9,25,28.5,18.7,58.45,27.7,120,1003.4,73.8,6,03-06-2020 05:41,03-06-2020 19:08,0.46,Partially cloudy,Partly cloudy throughout the day.
Indore,04-06-2020,27,20.8,23.4,28.9,20.8,23.9,20.8,86.48,25.9,163,1001.1,63.9,4.7,04-06-2020 05:41,04-06-2020 19:08,0.49,Partially cloudy,Partly cloudy throughout the day.
Indore,05-06-2020,33.2,23,28,35.7,23,29.4,21,67.71,25.9,199,1002.1,37.2,5.1,05-06-2020 05:41,05-06-2020 19:09,0.5,Partially cloudy,Partly cloudy throughout the day.
Indore,06-06-2020,33.2,24,28,34.9,24,29.6,21,66.9,18.4,253.4,1001.9,44.3,5.4,06-06-2020 05:41,06-06-2020 19:09,0.51,Partially cloudy,Partly cloudy throughout the day.
Indore,07-06-2020,35,25,30.3,36.1,25,31.1,19.1,54.54,14.7,220.2,1001.5,40.3,5.1,07-06-2020 05:41,07-06-2020 19:10,0.52,Partially cloudy,Partly cloudy throughout the day.
Indore,08-06-2020,34,25,30.3,36.5,25,32.2,20.7,58.09,22.2,281.7,1002.1,35.7,5.8,08-06-2020 05:41,08-06-2020 19:10,0.54,Partially cloudy,Partly cloudy throughout the day.
Indore,09-06-2020,35.2,25.8,32.2,37.7,25.8,34.3,20.7,53.37,33.1,165.6,1002.2,57.4,5.4,09-06-2020 05:41,09-06-2020 19:10,0.58,Partially cloudy,Partly cloudy throughout the day.
Indore,10-06-2020,36.1,26,29.5,40.1,26,32.4,22.4,67.22,27.5,242.2,1001.2,40.2,5.2,10-06-2020 05:41,10-06-2020 19:11,0.63,Partially cloudy,Partly cloudy throughout the day.
Indore,11-06-2020,35,24,29.3,40.7,24,31.9,22.9,71.17,16.4,282.9,998.4,47.6,4.8,11-06-2020 05:41,11-06-2020 19:11,0.67,Partially cloudy,Partly cloudy throughout the day.
Indore,12-06-2020,35.4,25,28.5,42.6,25,31.4,23.7,76.69,14.8,266.8,997.5,51.3,4.6,12-06-2020 05:41,12-06-2020 19:11,0.72,Partially cloudy,Partly cloudy throughout the day.
Indore,13-06-2020,33,25,30.8,39.3,25,35,23,63.76,14.6,243.6,997.9,75,5.4,13-06-2020 05:41,13-06-2020 19:12,0.77,Partially cloudy,Partly cloudy throughout the day.
Indore,14-06-2020,32.1,25.2,29.6,37.8,25.2,34.6,24.3,73.86,14.8,183.3,999.5,51.6,3.7,14-06-2020 05:41,14-06-2020 19:12,0.81,Partially cloudy,Partly cloudy throughout the day.
Indore,15-06-2020,34.2,25,30.5,40.6,25,34.8,23.8,69.39,18.1,233.9,998.1,49.6,4.7,15-06-2020 05:41,15-06-2020 19:12,0.86,Partially cloudy,Partly cloudy throughout the day.
Indore,16-06-2020,34,26,30,42,26,35.2,24.8,74.78,24,267.5,997.1,58.1,3.2,16-06-2020 05:41,16-06-2020 19:13,0.9,Partially cloudy,Partly cloudy throughout the day.
Indore,17-06-2020,32.2,24,27.5,38.3,24,29.9,23.2,78.27,27.7,270,998,64.8,4.5,17-06-2020 05:41,17-06-2020 19:13,0.94,Partially cloudy,Partly cloudy throughout the day.
Indore,18-06-2020,34,27,32.2,39.1,29.7,36.4,22.5,57.62,18.4,260,999.1,34.1,5.6,18-06-2020 05:41,18-06-2020 19:13,0.97,Partially cloudy,Partly cloudy throughout the day.
Indore,19-06-2020,33.2,27.1,31.2,40.1,30.3,35.7,23.1,63.15,22.3,256.3,1001.3,54.5,5.4,19-06-2020 05:42,19-06-2020 19:13,0.99,Partially cloudy,Partly cloudy throughout the day.
Indore,20-06-2020,32.2,24,28.2,36.9,24,31.1,22.5,71.46,18.4,274.4,1002.4,73.1,5.4,20-06-2020 05:42,20-06-2020 19:14,1,Partially cloudy,Partly cloudy throughout the day.
Indore,21-06-2020,33.2,26,29.4,36.9,26,32.1,22.4,67.38,29.3,278.9,1000.9,55.9,5.1,21-06-2020 05:42,21-06-2020 19:14,0,Partially cloudy,Partly cloudy throughout the day.
Indore,22-06-2020,34.2,24,27.8,37.6,24,29.8,22.5,74.26,20.5,208.4,999.8,64.8,5.2,22-06-2020 05:42,22-06-2020 19:14,0.01,Partially cloudy,Partly cloudy throughout the day.
Indore,23-06-2020,31,25,28.8,35.5,25,31.8,22.5,69.27,18.4,168.8,1001.6,60.5,5.2,23-06-2020 05:43,23-06-2020 19:14,0.03,Partially cloudy,Partly cloudy throughout the day.
Indore,24-06-2020,27,26,26.4,30.7,26,27.6,24.4,88.92,11.2,142.4,1003.8,70.5,4.7,24-06-2020 05:43,24-06-2020 19:14,0.06,Partially cloudy,Partly cloudy throughout the day.
Indore,25-06-2020,33,25.1,28.7,39.1,25.1,31.9,23.6,74.81,18.4,245.4,1001.6,53.4,4.6,25-06-2020 05:43,25-06-2020 19:14,0.1,Partially cloudy,Partly cloudy throughout the day.
Indore,26-06-2020,33,26,29.3,38.2,26,32.8,23.8,73.18,18.4,256.5,1001.4,65.2,5,26-06-2020 05:43,26-06-2020 19:15,0.14,Partially cloudy,Partly cloudy throughout the day.
Indore,27-06-2020,33,23,27.8,39.3,23,30.7,22.9,75.95,14.8,257.6,1001.6,52.8,5.6,27-06-2020 05:44,27-06-2020 19:15,0.2,Partially cloudy,Partly cloudy throughout the day.
Indore,28-06-2020,32.2,25,29.4,36.8,25,33.1,23.4,71.05,14.8,260,1001.7,53.4,5.1,28-06-2020 05:44,28-06-2020 19:15,0.26,Partially cloudy,Partly cloudy throughout the day.
Indore,29-06-2020,32.2,24,28.3,37.8,24,31.7,23.2,74.49,22.3,187,1001.3,59.8,5.2,29-06-2020 05:44,29-06-2020 19:15,0.32,Partially cloudy,Partly cloudy throughout the day.
Indore,30-06-2020,34.1,25,30.7,40.6,25,34.3,22.7,63.73,9.4,53.2,999.4,32.5,5.4,30-06-2020 05:45,30-06-2020 19:15,0.37,Partially cloudy,Partly cloudy throughout the day.
Patna,01-04-2020,36,18,27.1,34.3,18,26.5,13.1,48.17,11.2,121.4,1007.7,1.2,3.8,01-04-2020 05:40,01-04-2020 18:06,0.25,Clear,Clear conditions throughout the day.
Patna,02-04-2020,36,21,28.3,35.1,21,27.9,14.1,45.42,11.2,130,1006.6,8.6,3.8,02-04-2020 05:39,02-04-2020 18:06,0.31,Clear,Clear conditions throughout the day.
Patna,03-04-2020,34,21,27.7,31.6,21,26.8,8.8,33.77,22.3,227.8,1009.1,0,4.2,03-04-2020 05:38,03-04-2020 18:07,0.36,Clear,Clear conditions throughout the day.
Patna,04-04-2020,35,17,25.5,32.3,17,24.7,7,36.17,18.4,134.2,1010,2.2,4.1,04-04-2020 05:37,04-04-2020 18:07,0.41,Clear,Clear conditions throughout the day.
Patna,05-04-2020,35,17,26.6,32.5,17,25.7,7.4,34.61,18.4,147.6,1010.4,0,4,05-04-2020 05:36,05-04-2020 18:08,0.45,Clear,Clear conditions throughout the day.
Patna,06-04-2020,37,19.9,29.5,34.4,19.9,28.2,8.6,30.53,24.6,224.6,1008.3,0,4.2,06-04-2020 05:35,06-04-2020 18:08,0.48,Clear,Clear conditions throughout the day.
Patna,07-04-2020,38,21,28.8,35,21,27.8,9.3,34.75,22.3,233,1006.3,0,4.4,07-04-2020 05:34,07-04-2020 18:08,0.5,Clear,Clear conditions throughout the day.
Patna,08-04-2020,37,21.9,28.3,34.5,21.9,27.5,10.3,35.7,22.3,178.1,1007,24.5,4,08-04-2020 05:33,08-04-2020 18:09,0.5,Partially cloudy,Partly cloudy throughout the day.
Patna,09-04-2020,37,22.9,29,35.1,22.9,28.4,11.8,37.24,11.2,145,1008.1,13.7,3.9,09-04-2020 05:32,09-04-2020 18:09,0.52,Clear,Clear conditions throughout the day.
Patna,10-04-2020,37,20.1,28.7,34.7,20.1,27.8,11.2,38.19,9.4,134.2,1009.9,0.4,4,10-04-2020 05:31,10-04-2020 18:10,0.54,Clear,Clear conditions throughout the day.
Patna,11-04-2020,36,21,28.6,35.6,21,28.9,17.1,52.62,11.2,97,1010.4,1.7,4.1,11-04-2020 05:30,11-04-2020 18:10,0.58,Clear,Clear conditions throughout the day.
Patna,12-04-2020,34,23.9,29.1,34.6,23.9,29.5,17.5,51.27,14.8,50.8,1007.7,21.3,3.9,12-04-2020 05:29,12-04-2020 18:11,0.63,Partially cloudy,Partly cloudy throughout the day.
Patna,13-04-2020,37,23.8,29.9,38.2,23.8,31.6,20.4,60.98,66.6,98.8,1007.4,13.7,3.5,13-04-2020 05:28,13-04-2020 18:11,0.68,Clear,Clear conditions throughout the day.
Patna,14-04-2020,38,26,32,41.3,26,34.8,21.2,55.63,13,76.1,1008.3,39.6,3.2,14-04-2020 05:27,14-04-2020 18:12,0.73,Partially cloudy,Partly cloudy throughout the day.
Patna,15-04-2020,32,24,28.1,34.3,24,29.1,19,58.56,18.4,93.8,1008.9,49.8,4.1,15-04-2020 05:26,15-04-2020 18:12,0.78,Partially cloudy,Partly cloudy throughout the day.
Patna,16-04-2020,34,22.9,28.1,36.5,22.9,29.8,21.4,68.91,18.4,82.9,1006,25.8,4.1,16-04-2020 05:25,16-04-2020 18:13,0.83,Partially cloudy,Partly cloudy throughout the day.
Patna,17-04-2020,34.9,24,29.1,39.3,24,32.2,23.7,75.05,18.4,71.9,1005.5,15.9,3.7,17-04-2020 05:24,17-04-2020 18:13,0.88,Clear,Clear conditions throughout the day.
Patna,18-04-2020,36,24,29.3,39.3,24,32.3,23,72.21,14.8,145.3,1006.8,35.1,3.3,18-04-2020 05:23,18-04-2020 18:14,0.91,Partially cloudy,Partly cloudy throughout the day.
Patna,19-04-2020,35.1,25.9,30.3,39.5,25.9,34.1,23.1,67.61,18.4,78.3,1006,33.4,3.8,19-04-2020 05:22,19-04-2020 18:14,0.95,Partially cloudy,Partly cloudy throughout the day.
Patna,20-04-2020,32.1,22.9,27.8,35.2,22.9,29.5,20.8,66.52,16.6,79.3,1007.3,48.4,3.4,20-04-2020 05:21,20-04-2020 18:15,0.97,Partially cloudy,Partly cloudy throughout the day.
Patna,21-04-2020,30,21,26.1,30.8,21,26.3,20,71.96,22.3,86.3,1008.4,42.8,3.7,21-04-2020 05:21,21-04-2020 18:15,0.99,Partially cloudy,Partly cloudy throughout the day.
Patna,22-04-2020,32,21,26.9,32.9,21,27.4,18.2,60.7,18.4,64,1008.2,35.6,3.8,22-04-2020 05:20,22-04-2020 18:16,1,Partially cloudy,Partly cloudy throughout the day.
Patna,23-04-2020,33,23,27.8,37.9,23,29.6,20.6,65.64,31.7,69.2,1006.8,42.8,4,23-04-2020 05:19,23-04-2020 18:16,0,Partially cloudy,Partly cloudy throughout the day.
Patna,24-04-2020,30,22,25.9,33.3,22,27.4,22.6,82.71,15.2,77.4,1006.1,38.8,3.6,24-04-2020 05:18,24-04-2020 18:17,0.01,Partially cloudy,Partly cloudy throughout the day.
Patna,25-04-2020,30.2,22.9,26.1,34.5,22.9,27.8,23.1,84.77,18.4,72.7,1007,44.4,3.4,25-04-2020 05:17,25-04-2020 18:17,0.03,Partially cloudy,Partly cloudy throughout the day.
Patna,26-04-2020,27,20,23.6,29.2,20,23.9,22.1,91.82,14.8,78.3,1010,43.5,3.3,26-04-2020 05:16,26-04-2020 18:18,0.05,Partially cloudy,Partly cloudy throughout the day.
Patna,27-04-2020,30,22,25.8,34.2,22,27.3,23,85.29,16.6,87.4,1011.5,46.4,3.6,27-04-2020 05:15,27-04-2020 18:18,0.09,Partially cloudy,Partly cloudy throughout the day.
Patna,28-04-2020,28,22,25.3,31.9,22,26.5,22.6,85.76,22.3,74.9,1010.5,53.3,3.6,28-04-2020 05:15,28-04-2020 18:19,0.13,Partially cloudy,Partly cloudy throughout the day.
Patna,29-04-2020,32,21,26.5,34.3,21,27.9,21.6,76.38,14.8,70.4,1008.6,21.1,3.8,29-04-2020 05:14,29-04-2020 18:19,0.18,Partially cloudy,Partly cloudy throughout the day.
Patna,30-04-2020,33,24,28.8,36.2,24,31.2,22.6,71.17,13,80.5,1008.6,26.5,3.4,30-04-2020 05:13,30-04-2020 18:20,0.23,Partially cloudy,Partly cloudy throughout the day.
Patna,01-05-2020,30,20.1,24.8,35.1,20.1,25.5,22,85.11,25.9,107,1008.2,46.4,3.4,01-05-2020 05:12,01-05-2020 18:20,0.28,Partially cloudy,Partly cloudy throughout the day.
Patna,02-05-2020,29,21,24.9,32,21,25.5,22.1,86.1,14.8,52.8,1007.4,40.1,3.6,02-05-2020 05:12,02-05-2020 18:21,0.34,Partially cloudy,Partly cloudy throughout the day.
Patna,03-05-2020,32,22.1,27.7,35.5,22.1,29.7,22.4,75.71,13,64.1,1007.2,27,3.6,03-05-2020 05:11,03-05-2020 18:21,0.39,Partially cloudy,Partly cloudy throughout the day.
Patna,04-05-2020,34,23,28.9,38.2,23,31.1,22,68.06,11.2,80.8,1007.6,23.3,3.6,04-05-2020 05:10,04-05-2020 18:22,0.44,Partially cloudy,Partly cloudy throughout the day.
Patna,05-05-2020,31,21,26.3,35.5,21,27.7,23.1,84.17,24.1,109,1007.3,40.4,3.7,05-05-2020 05:09,05-05-2020 18:22,0.47,Partially cloudy,Partly cloudy throughout the day.
Patna,06-05-2020,33,22,27.7,38.8,22,29.9,22.1,74.3,11.2,97.9,1007,30.2,4.1,06-05-2020 05:09,06-05-2020 18:23,0.49,Partially cloudy,Partly cloudy throughout the day.
Patna,07-05-2020,33,23,26.1,37,23,27.4,22.1,80.13,18.4,67.3,1007.2,14.1,3.3,07-05-2020 05:08,07-05-2020 18:23,0.5,Clear,Clear conditions throughout the day.
Patna,08-05-2020,32,21,26.6,34.9,21,28.1,21.5,75.72,11.2,69.3,1006.6,1.9,3.8,08-05-2020 05:08,08-05-2020 18:24,0.51,Clear,Clear conditions throughout the day.
Patna,09-05-2020,33,24,29,38,24,32.5,23.1,71.9,14.8,71.2,1007.2,8.7,4.2,09-05-2020 05:07,09-05-2020 18:24,0.53,Clear,Clear conditions throughout the day.
Patna,10-05-2020,34,26.9,30.3,42.1,29.9,36.4,24.9,73.76,20.5,63.4,1007,24.8,3.6,10-05-2020 05:06,10-05-2020 18:25,0.56,Partially cloudy,Partly cloudy throughout the day.
Patna,11-05-2020,32.1,21.7,26.9,37.9,21.7,29.1,22.7,79.36,22.3,125,1008.9,44.5,3.6,11-05-2020 05:06,11-05-2020 18:25,0.61,Partially cloudy,Partly cloudy throughout the day.
Patna,12-05-2020,34,24.9,29.4,38.2,24.9,32.6,23.5,72.6,5.4,73,1007.2,40.9,3.6,12-05-2020 05:05,12-05-2020 18:26,0.65,Partially cloudy,Partly cloudy throughout the day.
Patna,13-05-2020,37,26.8,31.5,40.8,30.1,35.8,23.2,64.63,8.7,62.3,1005.1,25.8,4.2,13-05-2020 05:05,13-05-2020 18:26,0.7,Partially cloudy,Partly cloudy throughout the day.
Patna,14-05-2020,35,25,30.4,46.3,25,37.5,25.6,76.63,18.4,43.3,1004.5,18.4,3.7,14-05-2020 05:04,14-05-2020 18:27,0.75,Clear,Clear conditions throughout the day.
Patna,15-05-2020,35,25.8,30.1,43.5,25.8,36.4,25.8,79.12,14.8,79.6,1003.4,15.3,3.5,15-05-2020 05:04,15-05-2020 18:27,0.8,Clear,Clear conditions throughout the day.
Patna,16-05-2020,39,27,32.5,41,30.4,36.4,21.6,59.23,11.2,143.8,1001.7,11,3.7,16-05-2020 05:03,16-05-2020 18:28,0.85,Clear,Clear conditions throughout the day.
Patna,17-05-2020,40,25,32.2,39.4,25,32.5,16.8,44.37,11.2,111.4,1001,16.2,4.2,17-05-2020 05:03,17-05-2020 18:28,0.89,Clear,Clear conditions throughout the day.
Patna,18-05-2020,39,26.8,31.8,44.6,30.8,37.4,24.1,67.39,14.8,60.7,1000.3,31.8,3.1,18-05-2020 05:02,18-05-2020 18:29,0.93,Partially cloudy,Partly cloudy throughout the day.
Patna,19-05-2020,35,28.8,31.4,43.8,33.5,38.6,25.2,71.38,14.8,64.8,999.9,44.5,3.7,19-05-2020 05:02,19-05-2020 18:29,0.96,Partially cloudy,Partly cloudy throughout the day.
Patna,20-05-2020,33,26.7,30.1,41.8,26.7,35.6,24.4,72.21,18.4,80,999.2,64.5,2.8,20-05-2020 05:01,20-05-2020 18:30,0.98,Partially cloudy,Partly cloudy throughout the day.
Patna,21-05-2020,32.1,24.1,28,35.9,24.1,30.5,23.4,77.53,11.2,122,1000,78.6,2.9,21-05-2020 05:01,21-05-2020 18:31,1,Partially cloudy,Partly cloudy throughout the day.
Patna,22-05-2020,34.2,25.9,31.8,40.7,25.9,37,23.8,63.59,18.4,78.9,1000.9,18.9,4.5,22-05-2020 05:01,22-05-2020 18:31,1,Clear,Clear conditions throughout the day.
Patna,23-05-2020,34.1,25.9,29.6,45.3,25.9,36.1,26.3,83.54,14.8,73.3,1002.3,26,3,23-05-2020 05:00,23-05-2020 18:32,0,Partially cloudy,Partly cloudy throughout the day.
Patna,24-05-2020,39,27,32.8,51,31.8,42.3,26.9,74.23,13,51.1,1000.7,35,3.7,24-05-2020 05:00,24-05-2020 18:32,0.02,Partially cloudy,Partly cloudy throughout the day.
Patna,25-05-2020,39.7,27.1,33.6,52.1,30.9,43.9,26.6,68.85,14.8,75.2,999.9,43.7,3.9,25-05-2020 05:00,25-05-2020 18:33,0.04,Partially cloudy,Partly cloudy throughout the day.
Patna,26-05-2020,40,27,33.2,48.5,31.7,42,26.2,70.63,14.8,96,999.5,32.1,3.4,26-05-2020 04:59,26-05-2020 18:33,0.07,Partially cloudy,Partly cloudy throughout the day.
Patna,27-05-2020,32,25,29.5,44.3,25,35.3,24.6,76,24.1,84.7,1000.7,54.3,3.6,27-05-2020 04:59,27-05-2020 18:34,0.11,Partially cloudy,Partly cloudy throughout the day.
Patna,28-05-2020,33,24,28.1,36.1,24,30.2,21.9,70.53,22.3,84.6,1003.1,44.5,3.7,28-05-2020 04:59,28-05-2020 18:34,0.16,Partially cloudy,Partly cloudy throughout the day.
Patna,29-05-2020,34,25,29.7,39.3,25,32.9,23.4,70.75,18.4,84,1004.1,30.7,3.9,29-05-2020 04:59,29-05-2020 18:35,0.21,Partially cloudy,Partly cloudy throughout the day.
Patna,30-05-2020,35.3,22,29.3,43.5,22,33.6,23.8,74.53,20.6,122.4,1004.5,40.3,3.5,30-05-2020 04:58,30-05-2020 18:35,0.27,Partially cloudy,Partly cloudy throughout the day.
Patna,31-05-2020,33,23,28.4,39.3,23,31.5,23.4,76.08,15.8,105.6,1006,39.8,3.9,31-05-2020 04:58,31-05-2020 18:35,0.33,Partially cloudy,Partly cloudy throughout the day.
Patna,01-06-2020,36.9,25,30.2,42.4,25,33.5,23.3,68.98,19.3,145.3,1005.6,40.4,3.8,01-06-2020 04:58,01-06-2020 18:36,0.38,Partially cloudy,Partly cloudy throughout the day.
Patna,02-06-2020,35,25,30,40.6,25,34.4,23.8,70.77,14.8,166,1004.4,54.9,4,02-06-2020 04:58,02-06-2020 18:36,0.43,Partially cloudy,Partly cloudy throughout the day.
Patna,03-06-2020,34,26,30.9,39.3,26,35.5,23.3,64.91,11.2,203.9,1003.5,62.5,3.2,03-06-2020 04:58,03-06-2020 18:37,0.46,Partially cloudy,Partly cloudy throughout the day.
